id,keyword_Search,doi,doi_url,mdpi_url,path,title,abstract,abstract_words,content_paper,content_words,conclusions,sections,reference_count,keywords,journal,journal_slug,eissn,publication_date,publication_year,publication_month,volume,issue,article_number,article_type,language,publisher,authors,first_author,author_count,orcids,affiliations,license_url,is_oa,pdf_url,fulltext_url,xml_url,cited_by_count,views,matched_keywords,match_score,deep_scraped,retrieved_at,scraped_at,error
10.3390/standards6030027,cosmetic emulsion stability,10.3390/standards6030027,https://doi.org/10.3390/standards6030027,https://www.mdpi.com/2305-6703/6/3/27,/2305-6703/6/3/27,Study on the Kinetics of Vitamin U Release from a Cosmetic Formulation,"S-Methylmethionine (SMM), also called vitamin U, shows antihistamine, anti-inflammatory, radioprotective and anti-irritant activity, as well as enhanced wound healing. In addition, vitamin U affects the regeneration and renewal of the skin hydrolipid mantle and offers some UVB-protective effects on the skin. Since there are currently no reports in the scientific literature concerning the release of vitamin U from cosmetic formulations, the present study was undertaken as a preliminary and exploratory pilot investigation. The research focused on evaluating the release behavior of SMM (synthetic methylmethionine), a compound recognized for its potential skin-regenerating, soothing, and protective properties, from several commonly used topical delivery systems. Therefore, the various topical formulations, including oil-in-water (O/W) and water-in-oil (W/O) emulsions, as well as hydrogel formulations, were evaluated as potential, effective vitamin U skin delivery systems. Vitamin U-loaded emulsions (O/W and W/O) differing in droplet size in the internal phase and a hydrogel were prepared. The physicochemical properties of the formulations, such as emulsion type, stability, viscosity, pH and droplet size, were evaluated. The study of vitamin U release was performed in thermostatic diffusion chambers at a temperature of T = 32 °C using the Spectra/Por Standard Regenerated Cellulose dialysis membrane. A phosphate buffer (PBS) with pH 7.4 was used as the receptor solution. The concentration of the released S-Methylmethionine was analyzed with ninhydrin-based spectrophotometric assays. The obtained results showed that the type of the formulation significantly influenced the SMM release. The highest release of SMM was observed from hydrogel and O/W emulsions.",246,,0,,,0,,Standards,,2305-6703,2026-07-16,,,6,3,27,Article,,,Małgorzata Kucia | Agnieszka Leśniak | Elżbieta Sikora,Małgorzata Kucia,3,,,,True,https://www.mdpi.com/2305-6703/6/3/27/pdf?version=1784184156,,,0,0,cosmetic emulsion stability | surfactant skin barrier disruption | topical retinoid delivery,1.0,False,2026-09-15T14:56:18+00:00,,
10.3390/cosmetics13040178,skin microbiome cosmetic,10.3390/cosmetics13040178,https://doi.org/10.3390/cosmetics13040178,https://www.mdpi.com/2079-9284/13/4/178,/2079-9284/13/4/178,Heat-Treated Lacticaseibacillus rhamnosus Skinbac™ SB06 Modulates Axillary Malodor-Associated Bacteria In Vitro and Demonstrates Antiperspirant and Deodorant Efficacy In Vivo,"Background : The axillary microbiome is a major contributor to body malodor generation through bacterial metabolism of apocrine and eccrine secretions. Dysbiosis of this microbial community, particularly through overgrowth of odorigenic species such as Staphylococcus aureus , is associated with increased volatile compound production and local skin inflammation. Heat-treated postbiotics represent a promising class of cosmetic ingredients combining microbiological safety with retained bioactive properties. Objective : We aimed to evaluate the in vitro safety, molecular mechanisms, antipathogen and anti-inflammatory properties of heat-treated Lacticaseibacillus rhamnosus Skinbac™ SB06, and to assess the antiperspirant and deodorant efficacy of a deodorant spray formulation containing 1% SB06 in a controlled clinical study. Methods : In vitro studies assessed cytotoxicity (MTT/LDH assays), Aquaporin-3 (AQP3) expression, reactive oxygen species (ROS) production, antipathogen activity against Staphylococcus aureus (AlamarBlue assay), cytokine modulation (TNF-α, IL-6, IL-8, IL-23) in Normal Human Epidermal Keratinocytes (NHEK) and Peripheral Blood Mononuclear Cells (PBMCs), and axillary microbiome compatibility against Corynebacterium striatum , Staphylococcus epidermidis , and Staphylococcus hominis by viable plate count (CFU/mL). Clinically, a randomized split-body study ( n = 20) evaluated antiperspirant effectiveness by gravimetric sweat collection and deodorant efficacy by expert olfactory panel (Likert 1–5) at 24 and 48 h. Results: In vitro testing confirmed the safety of SB06 (MTT and LDH, both non-significant vs. control). SB06 significantly increased AQP3 expression (+20%, p < 0.001) and significantly reduced ROS production (−48%, p < 0.05). Antipathogen testing showed significant reduction in S. aureus planktonic viability (−7%, p < 0.05). Microbiome compatibility testing on selected axillary-associated strains showed a differential compatibility profile, with the strongest inhibitory effect observed for C. striatum (13% residual viability at T24h, corresponding to 87% inhibition), near-complete preservation of S. epidermidis (92% residual viability at T48h), and a mild reduction in S. hominis (−15% at T48h). Cytokine modulation showed significant IL-8 and IL-23 reduction in NHEK (both p ≤ 0.05) and immunostimulatory activity in PBMCs. Clinically, SB06 reduced sweat production vs. placebo by −21.8% at T24 ( p = 0.0009) and −10.0% at T48 ( p = 0.0495), with significantly lower odor intensity at both timepoints (median score 3 vs. 4, p < 0.0001). Conclusions: Heat-treated L. rhamnosus SB06 showed a multimodal in vitro profile including antipathogen, anti-inflammatory, antioxidant, and AQP3-upregulating activities, and was associated with statistically significant antiperspirant and deodorant effects in a randomized controlled split-body study. These findings are consistent with SB06 being a functional postbiotic ingredient with potential for deodorant and antiperspirant applications, pending confirmation in larger controlled studies.",412,,0,,,0,,Cosmetics,,2079-9284,2026-07-10,,,13,4,178,Article,,,Giovanni Deusebio | Annalisa Visciglia | Angela Amoruso | Marco Pane,Giovanni Deusebio,4,,,,True,https://www.mdpi.com/2079-9284/13/4/178/pdf?version=1783681903,,,0,0,skin microbiome cosmetic | niacinamide skin barrier,1.0,False,2026-09-11T01:25:28+00:00,,
10.3390/cells15141235,nanocarrier delivery epidermal penetration,10.3390/cells15141235,https://doi.org/10.3390/cells15141235,https://www.mdpi.com/2073-4409/15/14/1235,/2073-4409/15/14/1235,Membrane Fusion-Based Mirabilis Himalaica-Derived Exosome-like Nanoparticles Fused with Cell-Penetrating Peptide Mediated for Chebulinic Acid Delivery Against UVA-Induced Photoaging,"Exposure to ultraviolet (UV), particularly UVA radiation, is a primary driver of photoaging due to its deep dermal penetration, which triggers DNA damage, collagen degradation, and immune suppression. Chebulinic acid (CA), a polyphenolic compound from Terminalia chebula , exhibits potent antioxidant and anti-inflammatory properties against UVB-induced skin damage. However, its large molecular weight hinders transdermal delivery and the TAT 47–57 peptide (core of HIV-1 TAT) enables rapid transmembrane transport. Large particles with double-layer membrane structure and a diameter exceeding 1000 nm were obtained during the separation of plant-derived exosome-like nanoparticles (PELNs), which are not considered as PELNs (50–500 nm), after a mixture with TAT anchored to the surface of engineered artificial vesicles (EAVs) and extrusion causes membrane fusion, employed as novel nanocarriers to overcome the difficulty in skin penetration by leveraging their lipid bilayer structure and surface membrane-anchored TAT for efficient epidermal fusion and intercellular penetration. Furthermore, CA-loaded TAT-ePELNs demonstrate significant efficacy in mitigating UVA-induced photoaging. Collectively, this study expands the anti-UVR damage application spectrum of CA from UVB to UVA exposure and establishes a green, efficient, and biosafe strategy for transdermal drug delivery by utilization of non-PELNs generated during the preparation process of PELNs.",195,,0,,,0,,Cells,,2073-4409,2026-07-08,,,15,14,1235,Article,,,Weiwei Zhao | Siqi Yang | Ruobing Liu | Chaozhi Liu | Jing Zhang | Ying Liu | Guihong Sun | Mingxiong Guo,Weiwei Zhao,8,,,,True,https://www.mdpi.com/2073-4409/15/14/1235/pdf?version=1783590752,,,0,0,nanocarrier delivery epidermal penetration | ceramide lipid barrier repair | surfactant skin microbiome disruption,1.0,False,2026-09-11T08:59:52+00:00,,
10.3390/antibiotics15070649,cosmetic formulation microbiome stability,10.3390/antibiotics15070649,https://doi.org/10.3390/antibiotics15070649,https://www.mdpi.com/2079-6382/15/7/649,/2079-6382/15/7/649,"Antimicrobial Peptides, Bacteriocins and Mycocins as Natural Antimicrobials: Applications in Food Safety, Agriculture and Healthcare","The growing concern over antimicrobial resistance and the increasing demand for safer and more sustainable antimicrobial strategies have driven extensive research into peptide-based natural antimicrobials. This review focuses specifically on antimicrobial peptides (AMPs), bacteriocins and mycocins as peptide- or proteinaceous antimicrobial compounds with potential applications as active ingredients, biopreservatives and antimicrobial tools. These compounds exhibit activity against spoilage and pathogenic microorganisms and are increasingly being explored in food safety, agriculture, cosmetics, animal health and human healthcare. AMPs, bacteriocins and mycocins act through diverse and sometimes overlapping mechanisms, including membrane disruption, pore formation, inhibition of cell wall biosynthesis, interference with intracellular targets, induction of oxidative stress and modulation of host or microbial responses. These mechanisms support their potential use in food biopreservation, crop protection, biofungicide and biopesticide development, topical antimicrobial formulations, cosmetic preservation, antibiofilm strategies and adjunctive therapeutic approaches. Recent advances in encapsulation, peptide engineering, recombinant production, nanodelivery and combination strategies with conventional antibiotics, hurdle technologies or other natural antimicrobials have improved the stability, bioavailability and antimicrobial efficacy of these compounds in experimental systems. However, broader translation remains limited by several major challenges. These include proteolytic degradation, reduced stability in complex matrices, context-dependent antimicrobial activity, possible toxicity, resistance development, high production and purification costs, formulation difficulties, scale-up limitations and regulatory constraints. Further validation is also needed regarding safety, microbiome impact, environmental fate and performance under realistic food-preservation, agricultural, cosmetic and clinical conditions. This review summarises and compares the diversity, mechanisms, applications and translational challenges of AMPs, bacteriocins and mycocins across food safety, sustainable agriculture, cosmetics, animal health and healthcare. It also discusses the main challenges that must be addressed before broader translation, including resistance risk, stability, formulation, scale-up, safety assessment and regulatory approval.",282,,0,,,0,,Antibiotics,,2079-6382,2026-06-30,,,15,7,649,Review,,,Patrícia Branco | Elisabete Muchagato Maurício | Luís R. Raposo | Catarina Roma-Rodrigues,Patrícia Branco,4,,,,True,https://www.mdpi.com/2079-6382/15/7/649/pdf?version=1782805855,,,0,0,cosmetic formulation microbiome stability,1.0,False,2026-09-15T17:41:26+00:00,,
10.3390/app16136444,cosmetic emulsion stability,10.3390/app16136444,https://doi.org/10.3390/app16136444,https://www.mdpi.com/2076-3417/16/13/6444,/2076-3417/16/13/6444,Plant-Derived By-Products as Multifunctional Ingredients in Sustainable Cosmetic Emulsions: Concentration-Dependent Effects of Orange Peel Microparticles,"The introduction of regulations restricting the use of microplastics in cosmetics, combined with the growing demand for sustainable cosmetic formulations and the continuing consumer interest in naturally derived ingredients, increases the need to develop alternative functional materials. The aim of this study was to evaluate the effect of plant-derived microparticles obtained from agro-industrial fruit by-products (orange peel) on the properties of cosmetic emulsions as a function of their concentration. Model emulsions containing 0–5% orange peel microparticles were prepared and analyzed in terms of physicochemical properties (viscosity, pH, color, stability), sensory characteristics, antioxidant activity (DPPH), and their impact on skin biophysical and optical parameters. Results showed that increasing microparticle concentration significantly enhanced emulsion viscosity (from 17,000 to 36,000 mPa·s) and antioxidant activity (from 13% to 77% DPPH inhibition). Application studies revealed a 54% increase in skin hydration and a fourfold reduction in transepidermal water loss (from 24 to 6 g/m 2 /h) for formulations with the highest concentration. However, concentrations containing 3-5% led to reduced emulsion stability. Although higher concentrations (4–5%) provided stronger antioxidant and skin-related effects, the 2% formulation provided the most favorable balance between physical stability, functional performance, sensory acceptance, and formulation appearance. These findings indicate that natural microparticles derived from orange peel can serve as multifunctional, sustainable ingredients in cosmetic emulsions, providing structuring, antioxidant, and skin-barrier-supporting effects.",219,,0,,,0,,Appl. Sci.,,2076-3417,2026-06-28,,,16,13,6444,Article,,,Katarzyna Sarna | Emilia Klimaszewska | Marta Ogorzałek | Tomasz Wasilewski,Katarzyna Sarna,4,,,,True,https://www.mdpi.com/2076-3417/16/13/6444/pdf?version=1782651738,,,0,0,cosmetic emulsion stability | surfactant skin barrier disruption,1.0,False,2026-09-15T14:56:18+00:00,,
10.3390/cells15121130,ceramide lipid barrier restoration,10.3390/cells15121130,https://doi.org/10.3390/cells15121130,https://www.mdpi.com/2073-4409/15/12/1130,/2073-4409/15/12/1130,IL-4/IL-13-Driven Dysregulation of Epidermal Lipid Metabolism in Atopic Dermatitis: An Immunometabolic Link Between Type 2 Inflammation and Barrier Dysfunction,"Atopic dermatitis (AD) is a chronic immune-mediated inflammatory skin disease characterized by a complex and dynamic interplay between immune dysregulation and epidermal barrier dysfunction. Emerging evidence supports an integrated pathogenic model in which immune activation and barrier impairment form a bidirectional and self-reinforcing axis rather than representing separate processes. This review synthesizes current knowledge on the role of IL-4/IL-13-dependent signaling in regulating keratinocyte lipid metabolism and its impact on epidermal barrier integrity. IL-4/IL-13 signaling via the JAK-STAT pathway, particularly STAT6, contributes to keratinocyte dysfunction, resulting in impaired differentiation and coordinated alterations in lipid metabolism, including fatty acid elongation and ceramide synthesis. These cytokine-driven processes disrupt the organization of the stratum corneum lipid matrix, resulting in increased transepidermal water loss, enhanced skin permeability, and susceptibility to microbial colonization, thereby promoting chronic inflammation. Collectively, these findings support the concept that IL-4/IL-13-mediated dysregulation of keratinocyte lipid metabolism may represent an important immunometabolic mechanism linking type 2 inflammation with secondary barrier dysfunction in atopic dermatitis, thereby contributing to disease persistence. Targeting both immune pathways and epidermal lipid homeostasis may represent an effective strategy to restore barrier function and improve clinical outcomes.",187,,0,,,0,,Cells,,2073-4409,2026-06-22,,,15,12,1130,Review,,,Klara Andrzejczak | Agata Sternak | Wiktor Witkowski | Aleksandra Flak | Joanna Maj | Małgorzata Ponikowska,Klara Andrzejczak,6,,,,True,https://www.mdpi.com/2073-4409/15/12/1130/pdf?version=1782294445,,,0,0,ceramide lipid barrier restoration | surfactant skin barrier disruption,0.75,False,2026-09-16T01:25:00+00:00,,
10.3390/ijms27125580,ceramide lipid barrier restoration,10.3390/ijms27125580,https://doi.org/10.3390/ijms27125580,https://www.mdpi.com/1422-0067/27/12/5580,/1422-0067/27/12/5580,Lipid Metabolism Reprogramming in the Aging Brain: Glial-Mediated Pathogenic Mechanisms and Translational Strategies in Neurodegeneration,"The mammalian brain fundamentally relies on precise lipid homeostasis to maintain structural integrity and complex neural signaling. Emerging evidence positions lipid metabolism reprogramming not merely as a secondary pathological byproduct but as a core initiating driver of age-related neurodegenerative diseases. This review systematically evaluates the mechanisms of cerebral lipid dyshomeostasis during brain aging, highlighting glial cells as the central mediators of this pathological cascade. We comprehensively dissect the age-associated “lipid drift”, emphasizing apolipoprotein E (APOE)-induced cholesterol transport defects and lipid raft pathology, the accumulation of lipid droplets that triggers microglial metabolic stress (LDAMs), and ceramide-driven neuronal apoptosis coupled with the exosome-mediated propagation of pathogenic proteins. Furthermore, we map these aberrant lipid networks to specific pathological signatures in Alzheimer’s, Parkinson’s, and demyelinating diseases. Finally, we critically evaluate promising therapeutic interventions, including nutritional strategies, LXR/RXR agonists, and nanotechnology-enabled delivery systems designed to bypass the blood–brain barrier. By integrating high-throughput lipidomics for early diagnostic biomarker discovery, we underscore the translational imperative of restoring cerebral lipid homeostasis as a disease-modifying strategy for neurodegeneration.",169,,0,,,0,,Int. J. Mol. Sci.,,1422-0067,2026-06-20,,,27,12,5580,Review,,,Wei Shao | Kai Wang | Yongchao Liu | Haojia Zhang | Zijin Sun | Rui Zhou,Wei Shao,6,,,,True,https://www.mdpi.com/1422-0067/27/12/5580/pdf?version=1782366690,,,0,0,ceramide lipid barrier restoration | surfactant skin barrier disruption,0.75,False,2026-09-16T01:25:00+00:00,,
10.3390/eng7060302,cosmetic emulsion stability,10.3390/eng7060302,https://doi.org/10.3390/eng7060302,https://www.mdpi.com/2673-4117/7/6/302,/2673-4117/7/6/302,Efficient Immobilization of Lipase in Porous Polymer for Catalysis and Optimization of Esterification by Response Surface Methodology,"Flavor esters are valuable compounds widely used in the food, beverage, and cosmetics industries for their aroma and flavor-enhancing properties. Traditional methods of obtaining these compounds, such as extraction from natural sources or chemical synthesis, present challenges related to cost and toxicity, respectively. Enzymatic synthesis, particularly using immobilized lipases, offers a sustainable and efficient alternative. This study investigates the application of CRL immobilized on Diaion HP-20 for geranyl butyrate synthesis via esterification of geraniol and butanoic acid using Candida rugosa lipase (CRL) immobilized on Diaion HP-20 (CRL-DHP-20). The immobilization process resulted in a protein loading of 29.6 ± 2.2 mg/g support from an initial 40 mg/g, and the immobilized biocatalyst exhibited a hydrolytic activity of 124.0 ± 2.5 U/g using olive oil emulsion. Reaction conditions were optimized through a central composite design, evaluating the influence of biocatalyst concentration, temperature, and agitation on ester conversion. The optimal conditions (13.4% CRL-DHP-20, 48.2 °C, and 220.1 rpm) led to 85.4% conversion in 360 min. Additionally, CRL-DHP-20 retained 84% of its initial activity after six reaction cycles, indicating good operational stability. These findings highlight the potential of CRL-DHP-20 as an effective and reusable biocatalyst for green synthesis of flavor esters.",196,,0,,,0,,Eng,,2673-4117,2026-06-20,,,7,6,302,Article,,,Eliézer Luz do Espírito Santo | Sabryna Couto Araujo | Igor Carvalho Fontes Sampaio | Isabela Viana Lopes de Moura | Adriano Aguiar Mendes | Erik Galvão Paranhos da Silva | Marcelo Franco | Julieta Rangel de Oliveira,Eliézer Luz do Espírito Santo,8,,,,True,https://www.mdpi.com/2673-4117/7/6/302/pdf?version=1781957216,,,0,0,cosmetic emulsion stability,1.0,False,2026-09-15T14:56:18+00:00,,
10.3390/cosmetics13030149,cosmetic formulation rheology,10.3390/cosmetics13030149,https://doi.org/10.3390/cosmetics13030149,https://www.mdpi.com/2079-9284/13/3/149,/2079-9284/13/3/149,"Kraft Nanolignin as a Multifunctional Bio-Based Ingredient in Cosmetic O/W Emulsions: Stability, Sunscreen and Antioxidant Performance","In the present work, oil-in-water (O/W) cosmetic emulsions containing nanolignin (NL) at 0.35, 1, and 2% w / w were developed using a single multifunctional nanoadditive concept, whereby NL simultaneously acts as an antioxidant, rheology modifier, and color/sunscreen booster. Nanolignin was characterized by FTIR, DLS, and SEM, confirming its chemical structure and nanoscale particle size. The emulsions were evaluated in terms of pH and viscosity stability, rheological behavior, colorimetric CIELAB parameters, DPPH radical scavenging activity, and in vitro sun protection factor (SPF). Incorporation of NL led to a slight pH decrease relative to the blank formulation, while maintaining values within the acceptable cosmetic range (pH 4–6), and yielded emulsions with excellent pH and viscosity stability over 28 days of storage. Increasing the NL concentration modified the rheological profile and viscosity, as well as the L*, a*, and b* color coordinates, enabling tunable visual appearance and texture. All formulations exhibited high antioxidant capacity; notably, the NL_1% emulsion displayed higher radical scavenging activity than the NL_2% system, underscoring a non-linear structure–property relationship. SPF values ranged between 14.09 ± 0.875 and 22.29 ± 1.719, demonstrating that nanolignin can enhance photoprotective performance. Overall, this study highlights the potential of nanolignin as a single multifunctional nanoadditive for designing stable, antioxidant, and photoprotective cosmetic O/W emulsions with adjustable rheology and color.",215,,0,,,0,,Cosmetics,,2079-9284,2026-06-10,,,13,3,149,Article,,,Nikolaos Bikiaris | Nikoleta Kioleoglou | Nikolaos Nikolaidis,Nikolaos Bikiaris,3,,,,True,https://www.mdpi.com/2079-9284/13/3/149/pdf?version=1781101740,,,0,0,cosmetic formulation rheology,1.0,False,2026-09-15T13:37:17+00:00,,
10.3390/applmicrobiol6060069,skin microbiome cosmetic,10.3390/applmicrobiol6060069,https://doi.org/10.3390/applmicrobiol6060069,https://www.mdpi.com/2673-8007/6/6/69,/2673-8007/6/6/69,Probiotic and Postbiotic Approaches in Modern Dermocosmetics,"The skin microbiome is essential for epidermal barrier integrity and immune homeostasis. This review explores the therapeutic shift in dermo-cosmetics toward probiotic, prebiotic, synbiotic, and postbiotic strategies for managing wound healing, “inflammaging”, and chronic dermatoses like acne, atopic dermatitis (AD), psoriasis, and rosacea. Mechanisms include gut–skin axis modulation, competitive pathogen exclusion, and the suppression of inflammatory pathways (e.g., NF-κB). While live probiotics demonstrate high clinical efficacy, their formulation is severely hindered by standard cosmetic preservatives and manufacturing thermal stress. Consequently, evidence suggests inanimate postbiotics have emerged as promising, stable alternatives, which may offer antimicrobial and tissue-repairing benefits without strict cold-chain requirements. However, the industry faces significant regulatory ambiguity and “probiotic-washing”, with most commercial products mislabeling postbiotic lysates as live cultures. Advancing this field requires standardized sampling protocols and transparent labeling. Ultimately, precision dermatology is likely to be driven by AI-assisted microbiome profiling, synthetic biology, and advanced delivery matrices (e.g., electrospun nanofibers, alginate microencapsulation), transforming skincare from reactive treatments into proactive, targeted ecological management.",163,,0,,,0,,Appl. Microbiol.,,2673-8007,2026-06-09,,,6,6,69,Review,,,Nicole Moreira | Iuri Machado | José Ribeiro | Marco Prazeres | Rafael Lopez | Carlos A. Pinto | Jorge A. Saraiva,Nicole Moreira,7,,,,True,https://www.mdpi.com/2673-8007/6/6/69/pdf?version=1781013411,,,0,0,skin microbiome cosmetic | niacinamide skin barrier,1.0,False,2026-09-11T01:25:28+00:00,,
10.3390/jcm15124435,topical retinoid delivery systems,10.3390/jcm15124435,https://doi.org/10.3390/jcm15124435,https://www.mdpi.com/2077-0383/15/12/4435,/2077-0383/15/12/4435,"An Innovative Dendrimer-Based Retinol Delivery System for Xerosis Care: Stability, Tolerance, and Sustained Hydration","Background: Retinol is a mainstay of dermatological care due to its central role in epidermal differentiation, skin barrier repair, and tissue regeneration. However, its clinical use is limited by poor physicochemical stability, rapid photodegradation, and frequent skin intolerance, particularly in individuals with impaired skin barrier function. Supramolecular biovectorization strategies could overcome these limitations. Objectives: This study aimed to evaluate the impact of third-generation dendritic poly-L-lysine (PLL_G3; 22 kDa, ~7 nm) on retinol stability, skin tolerance, and skin functional performance. Methods: A supramolecular retinol-poly-L-lysine complex was characterized in terms of encapsulation efficiency and physicochemical stability using HPLC and UV spectroscopy under oxidative, thermal, and photochemical stress. The stability of the formulation was evaluated as hydrophilic emulsion over a three-month period. Skin functional efficacy was evaluated by corneometric analysis of stratum corneum hydration after topical application, as well as by clinical assessment of tolerance and efficacy after repeated daily use over 28 days in subjects presenting xerosis, defined as dry to very dry skin. Results: Retinol remained structurally intact in the PLL_G3 matrix, confirming a reversible, non-covalent encapsulation mechanism. The formulation exhibited high physicochemical stability, with only minimal changes after prolonged UV exposure. Corneometric measurements showed a rapid and sustained increase in skin hydration, reaching +61.5% two hours after application. After 28 days of repeated use, the formulation was well tolerated, with no signs of irritation or sensitization, and demonstrated significant improvements in skin dryness, suppleness, and comfort. Conclusions: PLL_G3-based supramolecular vectorization significantly improves stability, tolerance, and functional hydration of the skin by retinol. By enabling controlled release while preserving the integrity of the epidermal barrier, poly-L-lysine dendrimers represent a clinically relevant strategy for safer and more effective topical use of retinol, particularly on sensitive, xerotic, inflammatory, and photoaged skin.",288,,0,,,0,,J. Clin. Med.,,2077-0383,2026-06-08,,,15,12,4435,Article,,,Hafid Belhadj-Tahar | Lamri Naidja,Hafid Belhadj-Tahar,2,,,,True,https://www.mdpi.com/2077-0383/15/12/4435/pdf?version=1781082640,,,0,0,topical retinoid delivery systems | cosmetic formulation rheology | surfactant skin barrier disruption,0.5,False,2026-09-15T13:37:24+00:00,,
10.3390/cosmetics13030145,topical retinoid delivery systems,10.3390/cosmetics13030145,https://doi.org/10.3390/cosmetics13030145,https://www.mdpi.com/2079-9284/13/3/145,/2079-9284/13/3/145,"Biopolymeric Delivery Systems Enriched with Melaleuca alternifolia , Mentha piperita , and Polyhydroxy Acids for Acne Management: A Narrative Review","Acne vulgaris is a prevalent inflammatory disorder of the pilosebaceous unit involving follicular hyperkeratinization, altered sebum production, Cutibacterium acnes proliferation, microbiome imbalance, and immune activation. Although antibiotics, retinoids, benzoyl peroxide, and keratolytic agents remain central to clinical management, their long-term use may be limited by irritation, recurrence, adherence issues, and increasing antimicrobial resistance. This narrative review critically evaluates the dermatological relevance of Melaleuca alternifolia tea tree essential oil (TTEO), Mentha piperita peppermint essential oil (PPEO), and polyhydroxy acids (PHAs), as well as their incorporation into biopolymeric delivery systems for acne-oriented topical applications. Following SANRA principles, evidence from clinical, preclinical, ex vivo, and in vitro studies was synthesized, with emphasis on antimicrobial activity, inflammatory modulation, keratolytic and barrier-supportive effects, formulation stability, and release behavior. TTEO shows the strongest clinical support among the reviewed natural bioactives, including reductions in lesion counts and acne severity when applied as conventional or nanoemulsion-based formulations. PPEO is mainly supported by experimental evidence, particularly antimicrobial activity against acne-associated microorganisms, anti-inflammatory potential, and menthol-related neurocutaneous effects, whereas acne-specific clinical validation remains limited. PHAs, particularly gluconolactone, are better supported for barrier improvement, hydration, tolerability, and seboregulation than for direct acne lesion reduction. Hydrogels, electrospun nanofibers, polymeric films, nanoencapsulation systems, and controlled-release platforms may improve local retention, protect volatile or irritation-prone compounds, and modulate active release at the skin surface. However, most biopolymeric platforms still rely on early-stage or indirect dermatological evidence. Overall, biopolymeric delivery systems offer a rational formulation strategy to improve the stability, tolerability, and localized action of selected acne-relevant bioactives, but their clinical translation requires standardized composition, reproducible fabrication, skin-relevant release assays, safety assessment, and controlled human studies.",271,,0,,,0,,Cosmetics,,2079-9284,2026-06-03,,,13,3,145,Review,,,Mireya Suárez-Pérez | Octavio Dublán-García | Ana Gabriela Morachis-Valdez | Karinne Saucedo-Vence | Manuel Reinhart Kirchmayr | Francisco Antonio López-Medina | Guadalupe López-García | Ángel Santillán-Álvarez | Gerardo Heredia-García | Daniel Díaz-Bandera | Roxana Valdés-Ramos,Mireya Suárez-Pérez,11,,,,True,https://www.mdpi.com/2079-9284/13/3/145/pdf?version=1780533607,,,0,0,topical retinoid delivery systems | cosmetic formulation rheology | surfactant skin barrier disruption,1.0,False,2026-09-15T13:37:24+00:00,,
10.3390/cosmetics13030135,cosmetic emulsion stability,10.3390/cosmetics13030135,https://doi.org/10.3390/cosmetics13030135,https://www.mdpi.com/2079-9284/13/3/135,/2079-9284/13/3/135,Valorizing Sicilian Grape Pomace for Sustainable Nanocosmetic Applications,"(1) Background: Grape pomace (GP), a major by-product of winemaking, is a sustainable source of bioactive polyphenols with antioxidant, anti-inflammatory, and antimicrobial properties, although their instability limits cosmetic applications. This study aimed to valorize GP through a green extraction process and improve its incorporation and apparent stability in cosmetic formulations through SLN-based systems. (2) Methods: GP extracts were obtained using an eco-friendly extraction method and encapsulated using a W/O/W double emulsion-solvent evaporation technique; nanoparticles were characterized (size, polydispersity, zeta potential) and incorporated into cosmetic formulations compared with a blank and a formulation containing free extract. (3) Results: GP-SLNs exhibited suitable physicochemical properties and preserved antioxidant activity, as confirmed by DPPH and ORAC assays; SLN incorporation appeared to preliminarily improve the photostability profile of the formulation under UVA irradiation conditions; in vivo tests showed enhanced skin hydration and moderate occlusivity, while stability studies confirmed consistent color, odor, pH, and viscosity over 60 days; microbiological analyses demonstrated safety and concentration-dependent antimicrobial activity. (4) Conclusions: SLN encapsulation preserved GP bioactivity and improved formulation stability and performance, supporting its potential use in multifunctional cosmetic products.",181,,0,,,0,,Cosmetics,,2079-9284,2026-05-29,,,13,3,135,Article,,,Chiara Leonardi | Claudia Sciacca | Vera Muccilli | Nunzio Cardullo | Debora Santonocito | Carmelo Puglia,Chiara Leonardi,6,,,,True,https://www.mdpi.com/2079-9284/13/3/135/pdf?version=1780564435,,,0,0,cosmetic emulsion stability | surfactant skin barrier disruption,1.0,False,2026-09-15T14:56:18+00:00,,
